算法,优化轨道,随机种子,总评估次数,帕累托解数量,超体积_HV,HV参考_延迟,HV参考_能耗,HV参考_面积,最优标量目标,最优延迟_ns,最优能耗_nJ,最优面积_um2,最优精度,墙钟时间_s
random,多目标,42,24,3,2.8071280520569453e+21,6596846.5787328305,6382353.024888791,1106615238.9118314,,4328935.425119968,797588.8653504751,884941383.1245514,0.9365234375,1538.6474821567535
random,多目标,43,24,2,2.8071280520569453e+21,6596846.5787328305,6382353.024888791,1106615238.9118314,,4328935.425119968,797588.8653504751,884941383.1245514,0.939453125,425.02960419654846
random,多目标,44,24,3,2.8071280520569453e+21,6596846.5787328305,6382353.024888791,1106615238.9118314,,4328935.425119968,797588.8653504751,884941383.1245514,0.9326171875,428.3995180130005
nsga2,多目标,42,21,4,2.8071280520569453e+21,6596846.5787328305,6382353.024888791,1106615238.9118314,,4328935.425119968,797588.8653504751,884941383.1245514,0.931640625,386.4732356071472
nsga2,多目标,43,20,4,2.8071280520569453e+21,6596846.5787328305,6382353.024888791,1106615238.9118314,,4328935.425119968,797588.8653504751,884941383.1245514,0.9365234375,392.337201833725
nsga2,多目标,44,22,4,2.8071280520569453e+21,6596846.5787328305,6382353.024888791,1106615238.9118314,,4328935.425119968,797588.8653504751,884941383.1245514,0.9287109375,442.8997106552124
mobo,多目标,42,24,4,2.8071280520569453e+21,6596846.5787328305,6382353.024888791,1106615238.9118314,,4328935.425119968,797588.8653504751,884941383.1245514,0.9326171875,454.60800862312317
mobo,多目标,43,24,4,2.8071280520569453e+21,6596846.5787328305,6382353.024888791,1106615238.9118314,,4328935.425119968,797588.8653504751,884941383.1245514,0.939453125,459.09693217277527
mobo,多目标,44,24,4,2.8071280520569453e+21,6596846.5787328305,6382353.024888791,1106615238.9118314,,4328935.425119968,797588.8653504751,884941383.1245514,0.9306640625,460.99850940704346
